Gold Label,words,m_label,covid,economic,education,environmental,foreign policy,governance,health,immigration,military,safety,social cultural,social programs
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,economic","economy,black,black communities,color","economic,social cultural",0,correct label,0,0,0,0,0,0,0,0,correct label,0
economic,wages,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,covid","national testing strategy,testing",covid,correct label,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,social cultural,health","wade,abortion,health care,contraception,health,roe,roe v wade","governance,health,social cultural,social programs",0,0,0,0,0,correct label,correct label,0,0,0,correct label,health care
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"covid,health","defense production act,invoke,chinese virus,virus",covid,correct label,0,0,0,0,0,0,0,0,0,0,0
"economic,health,covid","covid 19,covid,workers","covid,economic",correct label,correct label,0,0,0,0,0,0,0,0,0,0
foreign policy,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"covid,education,economic","student loan,student,economy","economic,education,social programs",0,correct label,correct label,0,0,0,0,0,0,0,0,"student,student loan"
environmental,climate,environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
governance,impeachment,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
"economic,social cultural,safety","black,criminal justice,criminal,justice reform,wealth,racial","economic,safety,social cultural",0,correct label,0,0,0,0,0,0,0,correct label,correct label,0
economic,"workers,american workers",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
economic,"economy,tax,tax plan",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"health,covid","ventilators,invoke",covid,correct label,0,0,0,0,0,0,0,0,0,0,0
"economic,social cultural,education","education,black,segregated","education,social cultural",0,0,correct label,0,0,0,0,0,0,0,correct label,0
