text,label,economic,environment,foreign policy,governance,immigration,military,safety,social programs,social and cultural
we???? huge influx time donors weeks voting caucuses started people sidelines movement join rush donation deadline,no topic,0,0,0,0,0,0,0,0,0
change part return ballot today,no topic,0,0,0,0,0,0,0,0,0
stamp problem make ballot postmarked march 3 drop vote center location county,no topic,0,0,0,0,0,0,0,0,0
win nevada days put path victory super tuesday close races pete buttigieg super pac establishment pac outspending make contribution respond difference victory defeat nevada states follow donation make today,governance,0,0,0,1,0,0,0,0,0
hey nevada elect joe voting early february 15 18 find early voting location,no topic,0,0,0,0,0,0,0,0,0
joe biden coming las vegas hosting early vote event tuesday february 18th join joe aapi victory fund nevada aapi leadership council early vote event harbor palace seafood restaurant,no topic,0,0,0,0,0,0,0,0,0
nevadans track record working people build broad grassroots movements ve scored wins clean energy nevada provided healthy lunches kids public schools president ll continue pushing power people,"environment, social programs",0,1,0,0,0,0,0,1,0
ve visiting communities south carolina candidates visited surging polls south carolinians ll make voices heard washington,no topic,0,0,0,0,0,0,0,0,0
generations black americans expected fight hard opportunities white americans legacy systemic racism denied systemic action reverse harms,social and cultural,0,0,0,0,0,0,0,0,1
rep steven horsford black member nevada???? congressional delegation endorsing joe biden president eve early voting state???? caucuses ??????the democrat statement shared press friday vice president ??????is ready job president day one???? joe nevada ???? press news,no topic,0,0,0,0,0,0,0,0,0
stand side workers organized labor back government corporations bought future,economic,1,0,0,0,0,0,0,0,0
world facing climate crisis people nevada face choice protect planet working people immigrants future generations settle status quo protects fossil fuel profits,"economic, environment",1,1,0,0,0,0,0,0,0
bernie nunca ha olvidado las ra??_ces inmigrantes de su familia es por eso siempre ha luchado por nosotros ahora es el momento de luchar con ?? por favor venga participe en el caucus con nuestra campa?? el sabado 22 de febrero,no topic,0,0,0,0,0,0,0,0,0
primary election underway rewarding part hearing voters issues affecting lives hope ll moment fill survey issues care,no topic,0,0,0,0,0,0,0,0,0
para nosotros los estadounidenses esta elecci??_n es personal esta es nuestra oportunidad para dejar atr????s el cin??_smo la incapacidad vemos en washington hacer algo mejor,no topic,0,0,0,0,0,0,0,0,0
elizabeth won votes bluest county reddest county iowa iowa caucuses results iowa prove grassroots movement believes ?????? elizabeth candidate unite party defeat donald trump lot caucuses primaries coming lot delegates line moments make difference it???? late chip 2 20 spare elizabeth,no topic,0,0,0,0,0,0,0,0,0
ways election faith ??????the faith leaders serve interests faith nation???? character stronger fear hate faith greater ??????joe man faith ?????? faith boundless potential makes america great that???? joe person president americans dr jill biden,no topic,0,0,0,0,0,0,0,0,0
el derecho de la mujer sobre su propio cuerpo est???? siendo atacado en todo el pa??_s como presidente voy defender los derechos de las mujeres para tomar sus propias decisiones con respecto su salud,no topic,0,0,0,0,0,0,0,0,0
recibir atenci??_n m?? dica en estados unidos es demasiado caro complicado frustrante es hora de dejar atr????s el pasado arreglar nuestro obsoleto sistema de salud p??_blica,no topic,0,0,0,0,0,0,0,0,0
es hora de asegurar todos los ni?? os tengan acceso una educaci??_n los empodere para vivir la vida quieran ?????? sin importar su raza origen c??_digo postal,no topic,0,0,0,0,0,0,0,0,0
joe biden beat nra assault weapons banned ten years helped set system background checks gun sales stop nra caucus joe biden candidate who???? beaten nra,safety,0,0,0,0,0,0,1,0,0
12 years ago edith childs popularized obama campaign famous slogan fired ready honored announce endorsed president ll fired outsider beat donald trump,no topic,0,0,0,0,0,0,0,0,0
disability community left discussion health care health care costs devastating people disabilities families make affordable quality health care,"social programs, social and cultural",0,0,0,0,0,0,0,1,1
don sit show caucus make plan caucus february 22,no topic,0,0,0,0,0,0,0,0,0
democratic candidates vying support put end trump???? cruel attacks health care bring peace mind health coverage american running big bold health reform nevadans president understands worst thing people struggling health crisis destroy affordable care act forward build obamacare medicare public option single american,social programs,0,0,0,0,0,0,0,1,0
nevadans counting caucus saturday february 22,no topic,0,0,0,0,0,0,0,0,0
join poll party tuesday february 18 drop 5pm 7pm vote early enjoy free tacos ven acomp?????? anos festejar en las casillas el martes 18 de febrero llega de las 5pm 7pm para votes temprano disfrutes de unos deliciosos tacos gratis,no topic,0,0,0,0,0,0,0,0,0
final push nevada caucuses can???? afford fall behind??????not race tight ve set goal raise 50 000 state midnight tonight chip,no topic,0,0,0,0,0,0,0,0,0
icymi sc rep ja moore endorsed pete buttigieg president told cnn ??_????????,no topic,0,0,0,0,0,0,0,0,0
make promise donates campaign contribution defeat donald trump donations critical don money corporate pacs federal lobbyists chip today join movement,governance,0,0,0,1,0,0,0,0,0
corporate greed generations long racist policies thrown millions americans housing crisis threatens economy health sense belonging i???? proud put forward plan build housing justice america,"economic, social and cultural",1,0,0,0,0,0,0,0,1
encouraged coalition pete put iowa hampshire lot momentum coming nevada south carolina sc rep ja moore endorsement pete buttigieg,no topic,0,0,0,0,0,0,0,0,0
order defeat donald trump build movement belongs,no topic,0,0,0,0,0,0,0,0,0
fighting uphill battle competing sitting senators vice president??????we american chance hear message cast ballot caucus chip resources long haul,no topic,0,0,0,0,0,0,0,0,0
candidate track record fighting climate justice working end cash bail protecting immigrant rights investing communities color join campaign,"environment, safety, immigration, social and cultural",0,1,0,0,1,0,1,0,1
time running make donation helping win nevada contribute today we???? ll rush donation fund victory saturday???? caucus hurry,no topic,0,0,0,0,0,0,0,0,0
make contribution campaign catch pete buttigieg super pac billionaire funded groups massively outspending nevada,governance,0,0,0,1,0,0,0,0,0
taking republican establishment taking democratic establishment taking billionaires super pacs corporate media damn 1 percent winning win nevada saturday lot donations step make donation put position win election transform country,no topic,0,0,0,0,0,0,0,0,0
