text,Gold Label
Corporate interests spent $2.8 billion on lobbying just last year. We have to break the grip of corporate lobbyists on Washington. That's why I'm proposing a new tax on excessive lobbying.,"governance, economic"
"WATCH: Latinos for Trump Online with Kimberly Guilfoyle! #LatinosForTrump

Text TRUMP to 88022",no topic
"The time to choose is upon us. The crises we face are real. 2020 is our chance to choose a president—and I’m ready to get to work.

If you think we need both progressive ideas and progressive results, join us: ewar.ren/March_Donate",no topic
"Tulsi on Fox: Iran war would make Iraq/Afghanistan wars seem like a picnic.
#StandWIthTulsi #NoWarWithIran",foreign policy
"When giving thanks for your food this holiday season, don’t forget to thank a farmworker.",no topic
Consumer Confidence number very good. Housing sales in September up nicely. Economy Rocks!,economic
Because we need to take on Trump. And we need to start now.,no topic
"Just hosted a Voting Rights Roundtable in Greensboro, North Carolina. 

In America today, there are too many obstacles preventing citizens from exercising their right to vote. We must end voter suppression.",governance
"Trump's impulsive, non-fact-based, and ignorant approach to foreign policy - this time in Syria - is a disaster and causing another humanitarian crisis.",foreign policy
"BERNIE AND AOC IN LAS VEGAS: We're the strongest campaign to defeat Trump because we believe in bringing people together, not dividing them up. Join me, Rep. Ocasio-Cortez, Mayor Carmen Yulín Cruz, DJ Cassidy and UFC fighter Kevin Lee and more in Las Vegas:",no topic
Busted....,no topic
"Wages are barely budging, but the costs of housing, health care, education, and child care are exploding. All it takes is one crisis to send families over a financial cliff. We need big, structural change.","economic, health, education"
"We are building a movement based on a new kind of politics—one defined not by who we reject but who we bring along, and one shaped not by looking to yesterday but to our common future. This is our story, our shared vision for the country we love.",no topic
"Three years ago Trump ordered a travel ban on 7 Muslim-majority countries, kickstarting a divisive, incendiary presidency that has made Muslims and other communities feel unwelcome. 

What Trump doesn't understand is that diversity is America's great strength and always will be.","foreign policy, social cultural, immigration"
"The catastrophic scenes from Australia's wildfires should alarm all of us. Climate change is driving even more dangerous and destructive fires across the world, from California to New South Wales—and we must fight together to defeat this crisis.",environmental
I AM FIGHTING FOR YOU!,no topic
It’s not news to millions of people living in rural America—especially in Black communities in the South—that this economy is leaving them behind. I've got a plan to invest in rural communities and level the playing field for entrepreneurs of color.,"economic, social cultural"
"Rents are on the rise. Wages aren't. 

Trump promised to help the people in ""Trump Country."" He isn't.

I will. Here's how: https://mikebloom.bg/38ZO9dk",economic
"Happy Birthday to Melania, our great First Lady!",no topic
Ridiculous? Donald J. Trump must be referring to the mockery he’s made of the presidency.,no topic
